Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
VALN	"[""VALN"", ""VLS""]"	nPn3P1tw5a	2026-05-07 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	PR Newswire	81.45	0.0968	0.0941	0.809	0.0027	neutral		NO:sentiment_score	NASDAQ	5.76	14.74	2026-05-07 10:00:02				0.1022	0.1079	0.0737	0.0737	0.0483	0.1268
VLS	"[""VALN"", ""VLS""]"	nPn3P1tw5a	2026-05-07 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	PR Newswire		0.0968	0.0941	0.809	0.0027	neutral		NO:sentiment_score,Float	NASDAQ			2026-05-07 10:00:02				0.2692	0.2692	0.2692	0.2692	0.2692	0.2692
NNOX	"[""NNOX""]"	nPn2fxhmJa	2026-05-07 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Nano-X Imaging Ltd. - NNOX	PR Newswire	69.02	0.121	0.1201	0.7589	0.0009	neutral		NO:sentiment_score	NASDAQ	1.84	2.22	2026-05-07 10:00:03				-0.1661	-0.2974	-0.0652	0.1304	-0.0868	-0.3924
CMPX	"[""CMPX""]"	nPn7SjpD4a	2026-05-07 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Compass Therapeutics, Inc. - CMPX	PR Newswire	120.66	0.1526	0.118	0.7294	0.0346	neutral		NO:sentiment_score	NASDAQ	1.9	2.7	2026-05-07 10:00:03				0.0384	0.0103	0.0317	0.4187	0.0323	0.0066
ALDX	"[""ALDX""]"	nPn1n4SdGa	2026-05-07 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Aldeyra Therapeutics, Inc. Of Class Action Lawsuit and Upcoming Deadlines - ALDX	PR Newswire	55.6	0.224	0.555	0.221	-0.3309	negative		NO:sentiment_score	NASDAQ	1.79	4.07	2026-05-07 10:00:04				-0.0831	-0.1409	-0.0257	0.314	-0.0749	-0.1819
RPD	"[""RPD""]"	nPn6FMQK4a	2026-05-07 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Rapid7, Inc. - RPD	PR Newswire	63.86	0.121	0.1218	0.7572	-0.0007	neutral		NO:sentiment_score	NASDAQ	7.04	8.81	2026-05-07 10:00:05				-0.0478	-0.0478	-0.0478	-0.0478	-0.0478	-0.0478
BRKM3	"[""BAK"", ""BRKM3""]"	nPn2ccvCNa	2026-05-07 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	PR Newswire		0.1035	0.1073	0.7892	-0.0038	neutral		NO:sentiment_score,Float	NYSE			2026-05-07 10:00:05									
BAK	"[""BAK"", ""BRKM3""]"	nPn2ccvCNa	2026-05-07 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	PR Newswire	172.53	0.1035	0.1073	0.7892	-0.0038	neutral		NO:sentiment_score	NYSE	3.97	6.43	2026-05-07 10:00:05				-0.3102	-0.4995	-0.2696	-0.0081	-0.1993	-0.5154
BTGO	"[""BTGO""]"	nPn5W9PDLa	2026-05-07 10:00:06	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BitGo Holdings, Inc. - BTGO	PR Newswire	65.1	0.1231	0.1009	0.7761	0.0222	neutral		NO:sentiment_score	NYSE	11.92	1.36	2026-05-07 10:00:06				-0.0671	-0.0671	-0.0671	-0.0671	-0.0671	-0.0671
1M4	"[""SRAD"", ""1M4""]"	nPnYTKRPa	2026-05-07 10:00:07	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	PR Newswire		0.1027	0.0884	0.809	0.0143	neutral		NO:sentiment_score,Float	NASDAQ			2026-05-07 10:00:07				-0.0887	-0.1818	-0.0372	0.1494	-0.0458	-0.2325
SRAD	"[""SRAD"", ""1M4""]"	nPnYTKRPa	2026-05-07 10:00:07	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	PR Newswire	185.52	0.1027	0.0884	0.809	0.0143	neutral		NO:sentiment_score	NASDAQ	14.44	4.03	2026-05-07 10:00:07				-0.089	-0.165	-0.0358	0.1494	-0.0365	-0.2156
PEPG	"[""PEPG""]"	nPn9DLZ3qa	2026-05-07 10:00:08	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PepGen Inc. - PEPG	PR Newswire	60.93	0.063	0.0566	0.8804	0.0064	neutral		NO:sentiment_score	NASDAQ	1.88	4.44	2026-05-07 10:00:08				0.0	-0.0139	-0.0111	-0.0111	-0.0103	0.0
PHR	"[""PHR""]"	nPn839QKPa	2026-05-07 10:00:08	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Phreesia, Inc.  - PHR	PR Newswire	46.13	0.1215	0.0652	0.8133	0.0562	positive		YES	NYSE	10.05	5.46	2026-05-07 10:00:08				-0.4419	-0.5995	-0.3525	-0.2096	-0.2651	-0.639
VERI	"[""VERI""]"	nPn8mPlhpa	2026-05-07 10:00:09	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Veritone, Inc. - VERI	PR Newswire	81.54	0.1094	0.1421	0.7484	-0.0327	neutral		NO:sentiment_score	NASDAQ	2.18	1.87	2026-05-07 10:00:09				-0.1868	-0.2912	-0.0758	0.1195	-0.1023	-0.3773
ORIC	"[""ORIC""]"	nPn1BB1CXa	2026-05-07 10:00:09	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ORIC Pharmaceuticals, Inc.- ORIC	PR Newswire	58.22	0.102	0.0937	0.8042	0.0083	neutral		NO:sentiment_score	NASDAQ	9.3	1.64	2026-05-07 10:00:09				-0.0172	-0.0226	-0.0172	-0.0172	-0.016	-0.0226
REPL	"[""REPL""]"	nPn8QsF6Va	2026-05-07 10:00:10	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Replimune Group, Inc. - REPL	PR Newswire	76.12	0.1092	0.1126	0.7782	-0.0035	neutral		NO:sentiment_score	NASDAQ	3.73	10.36	2026-05-07 10:00:10				0.3499	0.4879	0.2367	0.2367	0.1682	0.556
MDXG	"[""MDXG""]"	nPn85Bq2ba	2026-05-07 10:00:10	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of MiMedx Group, Inc. - MDXG	PR Newswire	116.04	0.1254	0.1301	0.7446	-0.0047	neutral		NO:sentiment_score	NASDAQ	3.72	1.09	2026-05-07 10:00:10				-0.036	-0.036	-0.036	-0.036	-0.036	-0.036
DERM	"[""DERM""]"	nPnbjBC0ba	2026-05-07 10:00:11	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	PR Newswire	13.52	0.0979	0.0961	0.806	0.0017	neutral		NO:sentiment_score	NASDAQ	5.22	0.19	2026-05-07 10:00:11				-0.0225	-0.0128	-0.0095	-0.0095	-0.0089	-0.0225
GO	"[""GO""]"	nPnbydSFda	2026-05-07 10:00:11	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Grocery Outlet Holding Corp. of Class Action Lawsuit and Upcoming Deadlines - GO	PR Newswire	90.72	0.2578	0.4539	0.2884	-0.1961	negative		NO:sentiment_score	NASDAQ	8.25	4.56	2026-05-07 10:00:11				-0.1107	-0.1732	-0.0448	0.1073	-0.0473	-0.2148
BZAI	"[""BZAI""]"	nPnb19P9qa	2026-05-07 10:00:12	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Blaize Holdings, Inc. - BZAI	PR Newswire	83.57	0.091	0.065	0.844	0.026	neutral		NO:sentiment_score	NASDAQ	1.95	3.72	2026-05-07 10:00:12				-0.0822	-0.1782	-0.0316	0.1595	-0.0485	-0.2324
UHG	"[""UHG""]"	nPn3bw4xGa	2026-05-07 10:00:12	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in United Homes Group, Inc. of Class Action Lawsuit and Upcoming Deadlines - UHG	PR Newswire	11.21	0.2111	0.329	0.4599	-0.1179	negative		NO:sentiment_score	NASDAQ			2026-05-07 10:00:12				-0.1153	-0.1887	-0.0462	0.3838	-0.0512	-0.2266
JILL	"[""JILL""]"	nPn68cYnCa	2026-05-07 10:00:14	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of J. Jill, Inc.- JILL	PR Newswire	6.53	0.0728	0.0517	0.8755	0.0211	neutral		NO:sentiment_score	NYSE	13.12	5.47	2026-05-07 10:00:14				-0.0071	-0.0071	-0.0071	-0.0071	-0.0071	-0.0071
BYRN	"[""BYRN""]"	nPn9jK9w1a	2026-05-07 10:00:14	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Byrna Technologies Inc. - BYRN	PR Newswire	17.76	0.0992	0.0909	0.8099	0.0083	neutral		NO:sentiment_score	NASDAQ	5.7	4.4	2026-05-07 10:00:14				-0.0294	-0.0458	-0.0294	0.0227	-0.0285	-0.0458
YRD	"[""YRD""]"	nPn1zwDHta	2026-05-07 10:00:14	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD	PR Newswire	29.3007	0.1239	0.1018	0.7743	0.0221	neutral		NO:sentiment_score	NYSE	2.14	0.94	2026-05-07 10:00:14				0.0048	0.0031	0.0048	0.0048	0.0058	0.0031
ADMA	"[""ADMA""]"	nPn4WJLwga	2026-05-07 10:00:15	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA	PR Newswire	224.61	0.1088	0.1025	0.7888	0.0063	neutral		NO:sentiment_score	NASDAQ	8.71	13.41	2026-05-07 10:00:15				-0.0704	-0.0704	-0.0704	-0.0704	-0.0704	-0.0704
POET	"[""POET""]"	nPn9nF9hqa	2026-05-07 10:00:16	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in POET Technologies Inc. of Class Action Lawsuit and Upcoming Deadlines - POET	PR Newswire	90.52	0.239	0.2551	0.506	-0.0161	neutral		NO:sentiment_score	NASDAQ	10.3	6.51	2026-05-07 10:00:16				-0.3104	-0.41	-0.1362	0.1051	-0.16	-0.5021
EVTL	"[""EVTL"", ""M000""]"	nPnbwNbtCa	2026-05-07 10:00:17	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	PR Newswire	121.04	0.1042	0.1003	0.7955	0.0039	neutral		NO:sentiment_score	NYSE	2.85	5.17	2026-05-07 10:00:17				-0.2931	-0.4859	-0.2406	-0.1067	-0.1808	-0.5063
M000	"[""EVTL"", ""M000""]"	nPnbwNbtCa	2026-05-07 10:00:17	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	PR Newswire		0.1042	0.1003	0.7955	0.0039	neutral		NO:sentiment_score,Float	NYSE			2026-05-07 10:00:17				-0.2931	-0.4859	-0.2406	-0.1067	-0.1808	-0.5063
GOSS	"[""GOSS""]"	nPn2BgMHLa	2026-05-07 10:00:19	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Gossamer Bio, Inc. of Class Action Lawsuit and Upcoming Deadlines - GOSS	PR Newswire	204.1	0.2063	0.3257	0.4679	-0.1194	negative		NO:sentiment_score	NASDAQ	0.36	2.86	2026-05-07 10:00:19				0.0291	0.0262	0.0277	0.4186	0.0168	0.0256
ERAS	"[""ERAS""]"	nPn1GgLWba	2026-05-07 10:00:22	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Erasca, Inc. - ERAS	PR Newswire	186.79	0.0776	0.0599	0.8625	0.0177	neutral		NO:sentiment_score	NASDAQ	10.93	0.28	2026-05-07 10:00:22				-0.1212	-0.1972	-0.0378	0.11	-0.0596	-0.2834
CHOW	"[""CHOW""]"	nPn4j7Dtza	2026-05-07 10:00:22	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ChowChow Cloud International Holdings Ltd. - CHOW	PR Newswire	10.64	0.0983	0.0831	0.8186	0.0151	neutral		NO:sentiment_score	NYSE American	0.44	2.33	2026-05-07 10:00:22				-0.2583	-0.3551	-0.1311	0.11	-0.1624	-0.4233
FCHL	"[""FCHL""]"	nPnNFPlFa	2026-05-07 10:00:22	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Fitness Champs Holdings Ltd. of Class Action Lawsuit and Upcoming Deadlines - FCHL	PR Newswire	0.35	0.1885	0.4594	0.3521	-0.2709	negative		NO:sentiment_score	NASDAQ	2.8	3.7	2026-05-07 10:00:22				-0.1346	-0.1948	-0.0445	0.1051	-0.0585	-0.2681
SES	"[""SES""]"	nPn6rH48sa	2026-05-07 10:00:25	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in SES AI Corporation of Class Action Lawsuit and Upcoming Deadlines - SES	PR Newswire	236.25	0.2125	0.2725	0.515	-0.06	negative		NO:sentiment_score	NYSE	0.99	2.06	2026-05-07 10:00:25				-0.2161	-0.3149	-0.0953	0.0785	-0.095	-0.3911
GEMI	"[""GEMI""]"	nPn8f3wkca	2026-05-07 10:00:30	Pomerantz Law Firm Announces the Filing of a Class Action Against Gemini Space Station, Inc.   and Certain Officers - GEMI	PR Newswire	38.2	0.1148	0.1809	0.7043	-0.066	negative		NO:sentiment_score	NASDAQ	5.08	0.79	2026-05-07 10:00:30				-0.0389	-0.0667	-0.0058	0.7886	0.0381	-0.0858
GEMI	"[""GEMI""]"	nGNX55Qzdh	2026-05-07 10:17:55	GEMI Investors Have Opportunity to Lead Gemini Space Station, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	38.2	0.2133	0.0388	0.748	0.1745	positive		YES	NASDAQ	5.08	0.79	2026-05-07 10:17:55				-0.2619	-0.2908	-0.1384	-0.1861	-0.111	-0.35
LAES	"[""LAES"", ""8OE""]"	nGNX9LclwH	2026-05-07 10:32:35	SEALSQ Announces Results of Its 2026 Annual General Meeting of Shareholders Held on May 7, 2026	Globe Newswire	215.17	0.0604	0.0499	0.8897	0.0104	neutral		NO:sentiment_score	NASDAQ	3.31	0.91	2026-05-07 10:32:35				0.0373	0.0265	0.024	0.0524	0.0367	0.0373
8OE	"[""LAES"", ""8OE""]"	nGNX9LclwH	2026-05-07 10:32:35	SEALSQ Announces Results of Its 2026 Annual General Meeting of Shareholders Held on May 7, 2026	Globe Newswire		0.0604	0.0499	0.8897	0.0104	neutral		NO:sentiment_score,Float	NASDAQ			2026-05-07 10:32:35				0.0	0.0362	0.0362	0.0362	0.0362	0.0
CALQ	"[""CMCL"", ""CALQ""]"	nACSLnrzWa	2026-05-07 10:35:00	Caledonia Mining Corporation Plc  New Corporate Video	ACCESSWIRE		0.0829	0.046	0.8711	0.0369	neutral		NO:sentiment_score,Float	NYSE American			2026-05-07 10:35:00				0.1264	0.0655	0.0483	0.0638	0.0601	0.1264
CMCL	"[""CMCL"", ""CALQ""]"	nACSLnrzWa	2026-05-07 10:35:00	Caledonia Mining Corporation Plc  New Corporate Video	ACCESSWIRE	14.46	0.0829	0.046	0.8711	0.0369	neutral		NO:sentiment_score	NYSE American	24.58	7.95	2026-05-07 10:35:00				0.1264	0.0655	0.0483	0.0638	0.0601	0.1264
VITL	"[""VITL""]"	nBw7mWjdfa	2026-05-07 10:52:00	VITL SHAREHOLDER ANNOUNCEMENT: Faruqi & Faruqi, LLP Reminds Vital Farms (VITL) Investors of Securities Class Action Deadline on May 26, 2026	Business Wire	36.68	0.1015	0.1138	0.7846	-0.0123	neutral		NO:sentiment_score	NASDAQ	12.6	2.86	2026-05-07 10:52:00				-0.1711	-0.3246	-0.0621	0.2175	-0.0445	-0.4281
NUVB	"[""NUVB""]"	nPnd3xWTa	2026-05-07 10:56:00	SHAREHOLDER ALERT: Purcell & Lefkowitz LLP Announces Shareholder Investigation of Nuvation Bio Inc. (NYSE: NUVB)	PR Newswire	244.69	0.1813	0.1934	0.6253	-0.0121	neutral		NO:sentiment_score	NYSE	5.14	1.38	2026-05-07 10:56:00				-0.0865	-0.0852	-0.0306	-0.0385	-0.0306	-0.1236
TFPM	"[""TFPM""]"	nNFCbfNq2p	2026-05-07 10:58:13	Triple Flag Precious Metals Corp. (TFPM) Opens the Market	Newsfile Corp	202.64	0.2418	0.0173	0.7409	0.2245	positive		YES	TSX			2026-05-07 10:58:13				0.1595	0.1595	0.1595	0.1595	0.1595	0.1595
RELL	"[""RELL""]"	nGNXZpXT5	2026-05-07 11:00:00	Canvys Expands 4K Display Platform for Medical Applications with New 32-Inch Monitor	Globe Newswire	12.06	0.3304	0.0103	0.6593	0.32	positive		YES	NASDAQ	15.14	-0.39	2026-05-07 11:00:00				0.0	0.089	0.089	0.089	0.089	0.0
VERI	"[""VERI""]"	nACSjvxDqa	2026-05-07 11:00:00	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Bronstein, Gewirtz & Grossman, LLC (VERI) And Encourages Stockholders to Reach Out	ACCESSWIRE	81.54	0.3964	0.069	0.5347	0.3274	positive		YES	NASDAQ	2.18	1.87	2026-05-07 11:00:00				-0.4882	-0.5524	-0.181	0.0925	-0.1805	-0.7048
ERAS	"[""ERAS""]"	nACS5ty9Na	2026-05-07 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Erasca, Inc. (ERAS) and Encourages Stockholders to Learn More About the Investigation	ACCESSWIRE	186.79	0.1819	0.0461	0.772	0.1358	positive		YES	NASDAQ	10.93	0.28	2026-05-07 11:00:01				-0.1834	-0.0987	-0.0487	-0.0655	-0.0702	-0.1834
LAKE	"[""LAKE""]"	nACSJzlqQa	2026-05-07 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages Lakeland Industries, Inc. (LAKE) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	8.44	0.4255	0.0468	0.5278	0.3787	positive		YES	NASDAQ	11.14	15.68	2026-05-07 11:00:01				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
NNOX	"[""NNOX""]"	nACS1Yz2xa	2026-05-07 11:00:01	Nano-X Imaging Ltd. (NNOX) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	69.02	0.1318	0.0239	0.8443	0.1079	positive		YES	NASDAQ	1.84	2.22	2026-05-07 11:00:01				0.0	-0.0042	-0.0038	-0.0038	-0.0089	0.0
RMAX	"[""RMAX""]"	nACSVYZqSa	2026-05-07 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages RE/MAX Holdings, Inc. (RMAX) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	15.32	0.2087	0.0608	0.7304	0.1479	positive		YES	NYSE	11.4	7.24	2026-05-07 11:00:01				0.1185	0.0865	0.0486	0.3494	0.022	0.1356
UHG	"[""UHG""]"	nACSvBLYha	2026-05-07 11:00:01	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Stockholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	0.1947	0.222	0.5834	-0.0273	neutral		NO:sentiment_score	NASDAQ			2026-05-07 11:00:02				0.0	-0.0042	-0.0038	-0.0038	-0.0092	0.0
METC	"[""METC""]"	nACSvH0Dwa	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Is Investigating Ramaco Resources, Inc. (METC) And Encourages Investors to Connect	ACCESSWIRE	47.19	0.1532	0.0928	0.754	0.0604	positive		YES	NASDAQ	16.0	2.24	2026-05-07 11:00:02				-0.0077	-0.0058	-0.0048	-0.007	-0.0083	-0.0077
PMI	"[""PMI""]"	nACS18JXca	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Picard Medical, Inc. (PMI) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	24.95	0.2748	0.0544	0.6708	0.2203	positive		YES	NYSE American	0.24	9.09	2026-05-07 11:00:02				-0.0908	-0.0502	-0.0177	0.0372	-0.0196	-0.1193
DMRC	"[""DMRC""]"	nACSj8hYYa	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Digimarc Corporation (DMRC) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	16.8	0.2053	0.0337	0.761	0.1715	positive		YES	NASDAQ	8.67	7.7	2026-05-07 11:00:02				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
POET	"[""POET""]"	nACS5rStka	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against POET Technologies Inc. (POET) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	90.52	0.1632	0.0574	0.7793	0.1058	positive		YES	NASDAQ	10.3	6.51	2026-05-07 11:00:02				-0.1781	-0.3267	-0.0844	0.3494	-0.1765	-0.3994
PICS	"[""PICS""]"	nACSCFN96a	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Encourages Bronstein, Gewirtz & Grossman, LLC (PICS) Investors to Inquire about Securities Investigation	ACCESSWIRE	22.23	0.2747	0.0249	0.7004	0.2498	positive		YES	NASDAQ	14.15	10.37	2026-05-07 11:00:02				0.0	-0.0042	-0.0038	-0.0038	-0.009	0.0
ASPI	"[""ASPI""]"	nACSf7Ffra	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Encourages ASP Isotopes Inc. (ASPI) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	112.87	0.2959	0.0538	0.6502	0.2421	positive		YES	NASDAQ	5.58	0.72	2026-05-07 11:00:02				-0.09	-0.0538	-0.0189	0.0328	-0.0211	-0.1308
IMMP	"[""IMMP"", ""IMM""]"	nACS5dkPya	2026-05-07 11:00:02	 IMMP INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	146.13	0.1796	0.2806	0.5399	-0.101	negative		NO:sentiment_score	NASDAQ	0.47	6.82	2026-05-07 11:00:03				0.0632	0.0506	0.0375	0.3341	0.0038	0.0648
IMM	"[""IMMP"", ""IMM""]"	nACS5dkPya	2026-05-07 11:00:02	 IMMP INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE		0.1796	0.2806	0.5399	-0.101	negative		NO:sentiment_score,Float	NASDAQ			2026-05-07 11:00:03				0.0632	0.0506	0.0375	0.3341	0.0038	0.0648
FTFT	"[""FTFT""]"	nACSLNFK7a	2026-05-07 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Future FinTech Group Inc. (FTFT) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	2.33	0.2006	0.05	0.7494	0.1505	positive		YES	NASDAQ	1.39	-1.42	2026-05-07 11:00:03				-0.0084	-0.0059	-0.005	-0.0072	-0.0086	-0.0084
1M4	"[""SRAD"", ""1M4""]"	nACSZpdQ0a	2026-05-07 11:00:03	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Sportradar Group AG (SRAD) And Encourages Shareholders to Reach Out	ACCESSWIRE		0.3248	0.0822	0.593	0.2426	positive		NO:Float	NASDAQ			2026-05-07 11:00:03				-0.0024	-0.0791	0.0063	0.394	-0.0174	-0.1067
SRAD	"[""SRAD"", ""1M4""]"	nACSZpdQ0a	2026-05-07 11:00:03	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Sportradar Group AG (SRAD) And Encourages Shareholders to Reach Out	ACCESSWIRE	185.52	0.3248	0.0822	0.593	0.2426	positive		YES	NASDAQ	14.44	4.03	2026-05-07 11:00:03				-0.0088	-0.0787	0.0019	0.394	-0.0192	-0.1019
VTGN	"[""VTGN""]"	nACSPffXVa	2026-05-07 11:00:03	Vistagen Therapeutics, Inc. (VTGN) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	33.78	0.3821	0.0356	0.5822	0.3465	positive		YES	NASDAQ	0.61	1.67	2026-05-07 11:00:03				-0.0139	-0.0083	-0.0063	-0.009	-0.0107	-0.0139
BZAI	"[""BZAI""]"	nACSJPDHsa	2026-05-07 11:00:04	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Blaize Holdings, Inc. (BZAI) And Encourages Stockholders to Reach Out	ACCESSWIRE	83.57	0.2575	0.0967	0.6458	0.1609	positive		YES	NASDAQ	1.95	3.72	2026-05-07 11:00:04				-0.0549	-0.0268	-0.0166	-0.0227	-0.0276	-0.0549
ARDT	"[""ARDT""]"	nACS2V07ta	2026-05-07 11:00:04	Ardent Health, Inc. (ARDT) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	22.42	0.153	0.0421	0.8049	0.111	positive		YES	NYSE	9.98	6.51	2026-05-07 11:00:04				-0.0342	-0.0185	-0.0114	-0.0158	-0.0186	-0.0342
FBRT	"[""FBRT""]"	nACS32dnga	2026-05-07 11:00:05	Bronstein, Gewirtz & Grossman, LLC Is Investigating Franklin BSP Realty Trust, Inc. (FBRT) And Encourages Stockholders to Connect	ACCESSWIRE	79.15	0.1196	0.1947	0.6858	-0.0751	negative		NO:sentiment_score	NYSE	9.19	0.44	2026-05-07 11:00:05				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
LEE	"[""LEE""]"	nACSbfhDBa	2026-05-07 11:00:05	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Lee Enterprises, Inc. (LEE) And Encourages Stockholders to Reach Out	ACCESSWIRE	5.91	0.1836	0.0697	0.7467	0.114	positive		YES	NASDAQ	8.31	1.96	2026-05-07 11:00:05				-0.1949	-0.1346	-0.0327	-0.084	-0.0536	-0.293
CMPX	"[""CMPX""]"	nACS3Wyypa	2026-05-07 11:00:07	Bronstein, Gewirtz & Grossman, LLC Is Investigating Compass Therapeutics, Inc. (CMPX) And Encourages Investors to Connect	ACCESSWIRE	120.66	0.1695	0.1457	0.6848	0.0238	neutral		NO:sentiment_score	NASDAQ	1.9	2.7	2026-05-07 11:00:07				-0.054	-0.2272	-0.0239	0.1983	-0.0171	-0.2845
GMAB	"[""GMAB""]"	nGNE6Hgwh6	2026-05-07 11:02:02	REG-Genmab Announces Financial Results for the First Quarter of 2026	Globe Newswire	616.31	0.1148	0.0481	0.8371	0.0666	positive		NO:Float	Nasdaq Copenhagen			2026-05-07 11:02:02				0.8244	0.7878	0.5457	0.5457	0.7899	0.8244
